ID,PedidoID,Tipo_Venda,Produto ID,Produto,Quantidade,Preço Unitário,Total,Margem do Pedido,Custo Unitário,Custo Total,Quantidade Disponível Itens
5d6558f1,122,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
7b56f674,122,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
094cf0b9,123,Pedido,199,Pedal plataforma nylon inglês par,1,25,25,"72,04%","6,99","6,99",8
a7d1d71d,123,Pedido,57728a5b,Serviço de instalação de pedal,1,10,10,"1,00%",0,0,5
c170bcaf,123,Pedido,35,Banco 2 molas comum - Selim,1,40,40,"50,25%","19,9","19,9",21
b001d8ef,124,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,08%","9,98","9,98",57
374cc505,124,Pedido,381e3e3f,Serviço de montagem de câmara,1,10,10,"1,00%",0,0,5
bfd61299,125,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"1,00%",0,0,5
313e70bd,126,Pedido,6f498657,Blocagem de abraçadeira de canot,1,15,15,"66,66%",5,5,2
1f11bdc5,127,Pedido,115,Corrente grossa Veloforce,1,25,25,"50,00%","5,38","5,38",8
d347072b,127,Pedido,43d11e17,Serviço de instalação de corrente grossa,1,15,15,"1,00%",,0,5
5841db92,128,Pedido,133,Eixo traseiro comum,1,30,30,"50,00%","7,84","7,84",1
5d9769bf,128,Pedido,43d11e17,Serviço de instalação de corrente grossa,1,15,15,"1,00%",,0,5
f0171830,129,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"61,00%","9,98","9,98",56
bd51bb58,129,Pedido,381e3e3f,Serviço de montagem de câmara,1,10,10,"1,00%",0,0,5
9393b6bf,130,Pedido,223,Pinça dianteira importada,1,35,35,"50,00%","20,15","20,15",2
61902834,130,Pedido,224,Pinça traseira importada,1,35,35,"50,00%","20,15","20,15",4
f4097fad,130,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"1,00%",,0,5
3139da8f,131,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"1,00%",,0,5
8d77fd82,132,Pedido,f6676a29,Serviço de Revisão/Limpeza/Montagem de Cubo Torpedo,1,60,60,"1,00%",,0,5
88d0e0dc,132,Pedido,383f632c,Alavanca de Freio Torpedo com encaixe,1,15,15,"50,00%","7,5","7,5",5
b9fd9c46,132,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,25,25,"1,00%",,0,5
a998e337,133,Pedido,238,Pneu Levorin Praieiro aro 26x1.95,1,70,70,"50,00%","29,95","29,95",119
69b0c3d0,133,Pedido,75,"Câmara aro 26"" Pirelli",,30,0,"61,00%","9,98",0,55
a0d316f0,134,Pedido,225,Pneu aro 16 Levorin Excessex,2,50,100,"50,00%","26,9","53,8",19
e6bc2cdd,134,Pedido,72,"Câmara aro 16"" Veloforce",2,20,40,,"9,5",19,3
e2453404,135,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
7d2080a3,136,Pedido,79,"Câmara aro 29"" Kenda",1,30,30,"53,00%","16,48","16,48",22
7928c367,137,Pedido,0f7f7c71,Pezinho comum aro 20,1,25,25,"70,00%",6,6,2
14675c94,138,Pedido,232,Pneu Kenda aro 26x1.95,2,60,120,"50,00%",22,44,40
2ee5def0,138,Pedido,511f2753,Serviço de instalação de pneu,2,10,20,"1,00%",,0,5
7ba27f0f,139,Pedido,189,Movimento central 45mm kit,1,25,25,"50,00%","4,68","4,68",15
0400ed15,140,Pedido,a239d958,Avanço Soft preto,1,32,32,"50,00%",15,15,2
e9f71ebe,140,Pedido,191,Parafuso Expander,1,15,15,"50,00%","4,93","4,93",20
7007f076,141,,213,Pedevela monobloco aro 20 preto,1,30,30,"50,00%","6,99","6,99",2
ef97bc73,141,,30e466f4,Serviço de instalação de pedivela,1,20,20,"1,00%",0,0,5
6bd801ae,141,,197,Pedal plataforma alumínio polido,1,35,35,"50,00%","17,35","17,35",6
28d6a30a,142,Pedido,9ff8ca78,Pedivela Monobloco aro 26 Preto,1,25,25,"55,00%","11,2","11,2",1
83ef315d,142,Pedido,30e466f4,Serviço de instalação de pedivela,1,30,30,"1,00%",0,0,5
5e82dc47,142,Pedido,197,Pedal plataforma alumínio polido,1,30,30,"50,00%","17,35","17,35",7
ab04d1f8,143,Pedido,67,Câmara 20X1.75 Bison,1,25,25,"60,00%","7,89","7,89",24
87d46cc0,144,Pedido,1ff2e9ee,Buchas para quadro com suspensão,1,20,20,"77,00%","5,72","5,72",2
1e17813b,144,Pedido,252,Punho pequeno espuma,1,15,15,"50,00%","1,8","1,8",2
4bf05051,144,Pedido,62,Cabo de câmbio,2,5,10,"70,00%","1,5",3,137
8cd5b0ef,144,Pedido,41a15af7,Serviço de instalação de cabo + capa,2,15,30,"1,00%",,0,5
4f4fb93e,144,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
a77be007,144,Pedido,475d36a7,Serviço de instalação da Bucha de quadro com suspensão,1,30,30,"100,00%",0,0,1
42c9a321,145,Pedido,208,Pedevela ferro revestido esquerdo cinza,1,30,30,"50,00%","14,7","14,7",6
d72d09b2,145,Pedido,30e466f4,Serviço de instalação de pedivela,1,15,15,"1,00%",0,0,5
eb51f827,146,Pedido,79,"Câmara aro 29"" Kenda",1,40,40,"53,00%","16,48","16,48",20
46170d5e,146,Pedido,221,Pezinho lateral aro 29 preto,1,45,45,"50,00%","22,9","22,9",8
8ffbee86,147,Pedido,32,Balacas de freio pino baixa par,2,15,30,"80,00%",3,6,19
a2b8ee57,147,Pedido,f1299420,Serviço de instalação de balacas de freio,2,10,20,"1,00%",,0,5
75b56c21,147,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",20
8b1a8869,149,Pedido,75,"Câmara aro 26"" Pirelli",1,30,30,"61,00%","9,98","9,98",55
0c381ffd,148,Orçamento,1,Acento de garupeira Kalf,1,75,75,"50,00%","37,5","37,5",2
846de775,151,Pedido,62,Cabo de câmbio,10,3,30,"70,00%","1,5",15,135
a85c4d89,151,Pedido,f1097bf5,Cabo de freio Ceci importado,10,3,30,"76,00%","1,18","11,8",50
056f3c31,151,Pedido,75,"Câmara aro 26"" Pirelli",5,17,85,"60,00%","9,98","49,9",54
e7663220,151,Pedido,185,Manet nylon par,1,10,10,"50,00%","4,69","4,69",9
225a0e74,151,Pedido,4,Alavanca cambio comum plástico par,3,16,48,"85,00%","3,88","11,64",6
7ccded82,151,Pedido,92,Câmbio traseiro comum c/gancheira,2,25,50,"50,00%","19,9","39,8",8
d9d6787b,151,Pedido,249,Punho comum par,1,7,7,"61,00%","3,9","3,9",4
584448da,152,Pedido,232,Pneu Kenda aro 26x1.95,1,60,60,"50,00%",22,22,38
4059cd1c,152,Pedido,66d6fdba,Sapata de freio Shimano com pino par,2,15,30,"81,00%","2,8","5,6",25
aa0caf8e,152,Pedido,f1299420,Serviço de instalação de balacas de freio,2,10,20,"1,00%",,0,5
ee3f83b5,152,Pedido,61,Cabo de freio traseiro importado,1,5,5,"76,00%","1,2","1,2",22
f18385bb,152,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"91,00%","0,44","0,44",340
08f4e856,152,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
37c32690,152,Pedido,511f2753,Serviço de instalação de pneu,2,15,30,"1,00%",,0,5
657fbe19,153,Pedido,157,Garfo ferro preto aro 20,1,50,50,"50,00%","26,25","26,25",1
32c91929,154,Pedido,14a5a77a,Roda aro 26 Aero preta cubo com rolamento dianteiro/ tras par,1,260,260,"62,00%",100,100,1
e64628a8,154,Pedido,111,Corrente fina 116L Tec,1,30,30,"50,00%","11,23","11,23",5
435829f3,154,Pedido,5ae05147,Serviço de instalação de roda,2,10,20,"100,00%",,0,5
d2b53bf0,154,Pedido,7b2f08f8,Serviço de instalação de corrente c/marcha,1,10,10,"1,00%",,0,5
50ee536e,154,Pedido,ba9e6c41,Roda livre 7V,1,35,35,"56,00%","15,49","15,49",22
e56484a2,154,Pedido,f1b91467,Serviço de instalação de catraca/ roda livre,1,10,10,"100,00%",,0,5
c8c50e17,154,Pedido,136,Engrenagem disco triplo preto,1,30,30,"50,00%","17,9","17,9",3
ca4fe33b,154,Pedido,82cf8c94,Serviço de instalação de movimento central,1,15,15,"1,00%",,0,5
b838ffb3,154,Pedido,33,Balacas de freio com rosca par,2,15,30,"80,00%",3,6,59
8e7b1f30,154,Pedido,f1299420,Serviço de instalação de balacas de freio,1,20,20,"1,00%",,0,5
074bb7c7,154,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",20
42496f5a,154,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,10,10,"1,00%",,0,5
12dd5330,154,Pedido,62,Cabo de câmbio,2,5,10,"70,00%","1,5",3,125
2cd944cb,154,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,10,10,"1,00%",,0,5
1ad3271d,154,Pedido,152,Garfo aro 26 c/suspensão,1,100,100,"50,00%","46,85","46,85",5
02eb2fa3,155,Pedido,ba9e6c41,Roda livre 7V,1,35,35,"56,00%","15,49","15,49",20
7af01564,155,Pedido,f1b91467,Serviço de instalação de catraca/ roda livre,1,10,10,"100,00%",,0,5
3d3c1f16,156,Pedido,166,Garupeira tubão preta,1,50,50,"50,00%",25,25,4
e2d66c1e,156,Pedido,115,Corrente grossa Veloforce,1,25,25,"50,00%","5,38","5,38",7
d8e034a5,156,Pedido,565b0939,Desconto,1,-5,-5,"0,00%",0,0,3
c1aa9e16,151,Pedido,199,Pedal plataforma nylon inglês par,2,20,40,"70,00%","8,9","17,8",29
434b18d8,151,Pedido,35,Banco 2 molas comum - Selim,1,30,30,"50,00%","19,9","19,9",20
eeb0c9d4,151,Pedido,200,Pedal plataforma nylon par,2,20,40,"70,00%","8,9","17,8",29
13f2c42e,151,Pedido,13c5dc1c,Sapata com pino,6,10,60,"83,00%","2,5",15,11
e0c8b511,151,Pedido,09bcf6ae,Sapata com rosca,6,10,60,"83,00%","2,5",15,10
6b8590af,151,Pedido,67,Câmara 20X1.75 Bison,4,15,60,"60,00%","7,89","31,56",23
796b28ac,151,Pedido,72,"Câmara aro 16"" Veloforce",2,15,30,"70,00%","5,99","11,98",20
74f3360e,151,Pedido,0b728ead,Colar de esferas mov central 45mm,10,2,20,"90,00%","0,49","4,9",50
9c8b9bef,151,Pedido,31f4e548,Tubo guia kit,6,8,48,"59,00%","4,06","24,36",19
8932eb37,151,Pedido,2058ffb7,Pedana Média Alumínio Preto,3,20,60,"53,00%",15,45,7
cfaac66e,157,Pedido,79,"Câmara aro 29"" Kenda",1,30,30,"53,00%","16,48","16,48",19
59c33dcc,157,Pedido,381e3e3f,Serviço de montagem de câmara,1,10,10,"1,00%",0,0,5
a9cbbfc0,157,Pedido,e64f0197,Tele busca e entrega,1,15,15,"100,00%",,0,1
44bcb35e,158,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",49
15de6f90,159,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",48
f6916b42,159,Pedido,200,Pedal plataforma nylon par,1,35,35,"70,00%","8,9","8,9",27
83af729f,161,Pedido,79,"Câmara aro 29"" Kenda",1,35,35,"53,00%","16,48","16,48",18
6d9a708b,162,Pedido,223,Pinça dianteira importada,1,35,35,"50,00%","20,15","20,15",1
aa3d35b9,163,Pedido,2131b83f,Colar de esfera para cubo traseiro,2,5,10,"93,00%","0,35","0,7",50
d1733233,163,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,10,10,"1,00%",,0,5
bb54c847,164,Pedido,130,Eixo dianteiro comum,1,30,30,"50,00%","2,99","2,99",9
4b6b4957,164,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,15,15,"1,00%",,0,5
6dcf3ae9,165,Pedido,56bd4e99,Serviço de Instalação de corrente grossa,1,15,15,"1,00%",,0,5
cd8196b3,166,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"1,00%",,0,5
184bd244,167,Pedido,92,Câmbio traseiro comum c/gancheira,1,40,40,"50,00%","19,9","19,9",7
93a37ec8,167,Pedido,4d90666c,Serviço de instalação de câmbio,1,25,25,"1,00%",,0,5
b3089055,166,Pedido,1cdf5fd3,Serviço de lubrificação de Eixo comum,1,15,15,"100,00%",,0,1
d2d42b5c,168,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",6
65111fc3,168,Pedido,62,Cabo de câmbio,2,5,10,"70,00%","1,5",3,63
ec62e317,168,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"1,00%",,0,5
d7217fed,168,Pedido,dd98c533,Serviço de regulagem de câmbio,1,20,20,"1,00%",0,0,5
ac2fdc53,168,Pedido,3f1cb1bf,Pneu Usado,1,30,30,"100,00%",,0,1
f62fb681,168,Pedido,34418f4a,Serviço de instalação de trocadores de cambio,1,20,20,"1,00%",,0,5
81cb475e,168,Pedido,b869b837,Serviço de Lubrificação de corrente,1,10,10,"100,00%",,0,1
b9dadfc3,169,Pedido,108,Cola tubo,1,10,10,"50,00%","4,94","4,94",5
4abb8de6,170,Pedido,73,"Câmara aro 24X1,75 Vee Rubber",2,25,50,"69,00%","7,74","15,48",40
51a45c4f,171,Pedido,184,Manete alumínio preto par,1,35,35,"50,00%","14,33","14,33",3
e4c572ba,171,Pedido,e111a406,Serviço de instalação de manetes de freio,1,15,15,"1,00%",,0,5
7141b082,172,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"1,00%",,0,5
d1700bf3,172,Pedido,c7d366ee,Serviço de revisão de cubo de roda,1,30,30,"1,00%",,0,5
5b60611b,172,Pedido,4876b22e,Serviço instalação de peça,1,40,40,"100,00%",,0,5
349ceb9f,173,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
9a20aecf,174,Pedido,07e37b2d,Instalação de rodas auxiliares,1,10,10,"100,00%",,0,1
675b9a9d,174,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"1,00%",,0,5
e3ac6d25,174,Pedido,61,Cabo de freio traseiro importado,1,5,5,"76,00%","1,2","1,2",16
6f63c688,174,Pedido,39,Banco Kalf comum - Selim,1,30,30,"50,00%",13,13,11
b11fd72e,175,Pedido,237,Pneu Levorin Praieiro aro 26x1.1/2,1,60,60,"50,00%","34,9","34,9",8
532fb453,175,Pedido,511f2753,Serviço de instalação de pneu,1,10,10,"1,00%",,0,5
31d7d3ac,176,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",47
09ee7e9e,178,Pedido,61ab07b2,Cabo de freio dianteiro bicicleta infantil,2,5,10,"70,00%","1,5",3,33
e6d5d585,178,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",15
e8b49d84,178,Pedido,51769269,Serviço de regulagem de freios,2,30,60,"1,00%",,0,5
c74cd4f3,178,Pedido,248,Punho comum infantil cores,1,10,10,"50,00%","3,5","3,5",21
d01e910e,178,Pedido,07e37b2d,Instalação de rodas auxiliares,1,20,20,"100,00%",,0,1
7b93dfbd,177,Pedido,234,Pneu Levorin Excessex aro 20x1.75,2,37,74,"50,00%","26,8","53,6",24
f5819865,179,Pedido,67,Câmara 20X1.75 Bison,1,30,30,"60,00%","7,89","7,89",19
e1cd4f94,180,Pedido,189,Movimento central 45mm kit,1,30,30,"53,00%","4,68","4,68",14
20fbcd06,180,Pedido,82cf8c94,Serviço de instalação de movimento central,1,20,20,"1,00%",,0,5
6f5ff32c,180,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
7bf30c1c,180,Pedido,1cdf5fd3,Serviço de lubrificação de Eixo comum,1,15,15,"100,00%",,0,1
640db835,178,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"1,00%",,0,5
f3ce49e9,181,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"1,00%",0,0,5
91fe61f4,182,Pedido,74,Câmara aro 26X1.90/ 2.25 AV48mm bico longo Vee Rubber,1,25,25,"66,00%","8,5","8,5",86
d1b6ab08,182,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
69be3c15,183,Pedido,273,Roda aro 26 comum traseira,1,130,130,"50,00%","69,9","69,9",4
337e3ea8,183,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
7e0b2a1d,184,Pedido,d3e1e606,Garantia,1,0,0,"100,00%",,0,1
c5bc8c42,185,Pedido,c8303c67,Pintura Simples,1,100,100,"100,00%",,0,1
a26ba8fd,185,Pedido,248,Punho comum infantil cores,1,10,10,"79,00%","3,5","3,5",21
0dc8a44d,185,Pedido,790bcb62,Banco Infantil com canote cores,1,30,30,"50,00%",15,15,5
f68b78ec,185,Pedido,fe5ee510,Cobre corrente infantil cores,1,15,15,"67,00%",5,5,1
8d73c61b,185,Pedido,185,Manete nylon par,1,30,30,"53,00%","4,69","4,69",8
eb042c16,185,Pedido,61,Cabo de freio traseiro importado,1,5,5,"76,00%","1,2","1,2",12
097a31fc,185,Pedido,61ab07b2,Cabo de freio dianteiro bicicleta infantil,1,5,5,"70,00%","1,5","1,5",31
90ea862b,185,Pedido,279,Roda lateral kit,1,50,50,"51,00%","24,5","24,5",3
50e2e060,185,Pedido,07e37b2d,Instalação de rodas auxiliares,1,10,10,"100,00%",,0,1
96d81c5b,185,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
b42ddab0,186,Pedido,1b85ef19,Bicicleta com suspensão/Aranda,1,500,500,"0,00%",500,500,1
c9b7b8c9,187,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
7b86a0d0,188,Pedido,61,Cabo de freio traseiro importado,1,5,5,"76,00%","1,2","1,2",13
d2d22833,188,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"91,00%","0,44","0,44",337
f75c214e,188,Pedido,62,Cabo de câmbio,2,5,10,"70,00%","1,5",3,123
02334c0b,188,Pedido,51769269,Serviço de regulagem de freios,1,10,10,"1,00%",,0,5
cd0bff52,188,Pedido,dd98c533,Serviço de regulagem de câmbio,1,10,10,"1,00%",0,0,5
d88e3667,188,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,50,50,"50,00%",30,30,9
0e8215b7,188,Pedido,34418f4a,Serviço de instalação de trocadores de cambio,1,20,20,"1,00%",,0,5
c58364e9,188,Pedido,89,Câmbio dianteiro comum,1,40,40,"50,00%","18,9","18,9",7
1ddf91f7,188,Pedido,4d90666c,Serviço de instalação de câmbio,1,10,10,"1,00%",,0,5
8b42752d,188,Pedido,188,Movimento central 34.7 rolamento,1,45,45,"50,00%","9,83","9,83",5
edd20af6,188,Pedido,82cf8c94,Serviço de instalação de movimento central,1,60,60,"1,00%",,0,5
0a8149c9,188,Pedido,199,Pedal Plataf. Nylon Inglês Par,1,30,30,"70,00%","8,9","8,9",27
16347ce4,188,Pedido,57728a5b,Serviço de instalação de pedal,1,15,15,"1,00%",0,0,5
5c20e5ec,189,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",46
61eb8f4c,190,Pedido,ae466c8f,Serviço de torca de raios de roda,1,50,50,"1,00%",,0,5
3c027acb,191,Pedido,232,Pneu Kenda aro 26x1.95,2,60,120,"50,00%",22,44,38
70dd644e,191,Pedido,511f2753,Serviço de instalação de pneu,2,10,20,"1,00%",,0,5
915c39fe,191,Pedido,75,"Câmara aro 26"" Pirelli",2,25,50,"60,00%","9,98","19,96",45
505ab2b3,192,Pedido,184,Manete alumínio preto par,1,30,30,"50,00%","14,33","14,33",2
e772c1b8,192,Pedido,3,Alavanca cambio comum alumínio par,1,20,20,"75,00%","6,15","6,15",1
fc32315a,193,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
e3fb870f,194,Pedido,221,Pezinho lateral aro 29 preto,1,35,35,"49,00%","22,9","22,9",7
6e2efb2a,195,Pedido,46,Bicicleta aro 20 rosa usada,1,200,200,"50,00%",150,150,1
3bd324ca,195,Pedido,279,Roda lateral kit,1,50,50,"51,00%","24,5","24,5",2
79403c06,195,Pedido,790bcb62,Banco Infantil com canote cores,1,30,30,"50,00%",15,15,4
409cb7d8,195,Pedido,248,Punho comum infantil cores,1,10,10,"79,00%","3,5","3,5",20
e0de9ee4,195,Pedido,116,Cubo de roda comum dianteiro,2,25,50,"50,00%","12,5",25,4
fe1d8064,195,Pedido,ae466c8f,Serviço de torca de raios de roda,2,50,100,"1,00%",,0,5
efd381db,195,Pedido,d9a8441d,Adesivo Cartelas,1,20,20,"86,00%",2,2,20
8a3debe5,196,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
03f5a32b,196,Pedido,13c5dc1c,Sapata com pino - Balaca,1,20,20,"83,00%","2,5","2,5",5
56ee9278,197,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",43
89ca9bcb,197,Pedido,511f2753,Serviço de instalação de pneu,1,10,10,"1,00%",,0,5
c63bb443,198,Pedido,188,Movimento central 34.7 rolamento,1,60,60,"51,00%","9,83","9,83",7
03e1abfb,198,Pedido,82cf8c94,Serviço de instalação de movimento central,1,40,40,"1,00%",,0,5
99c108e8,198,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",11
48ebdf99,198,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"1,00%",,0,5
ee43a2a8,199,Pedido,759b38a2,Eixo traseiro vazado,1,25,25,"50,00%","12,5","12,5",3
6ddd9aa2,199,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,20,20,"1,00%",,0,5
f3460ed4,200,Pedido,182,Kit remendo,1,20,20,"50,00%","7,9","7,9",7
cbc27a77,188,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,60,60,"50,00%",30,30,12
db63e383,188,Pedido,34418f4a,Serviço de instalação de trocadores de cambio,1,40,40,"1,00%",,0,5
2ce7b6be,188,Pedido,188,Movimento central 34.7 rolamento,1,50,50,"51,00%","9,83","9,83",6
407783a2,188,Pedido,82cf8c94,Serviço de instalação de movimento central,1,20,20,"1,00%",,0,5
9d7c9522,188,Pedido,199,Pedal Plataf. Nylon Inglês Par,1,25,25,"70,00%","8,9","8,9",25
ef7a74c8,201,Pedido,108,Cola tubo,1,10,10,"50,00%","4,94","4,94",4
07ea7ec5,202,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
858f04d5,188,Pedido,232c2e76,"Roda Aro 29"" Dianteira para Freio a Disco",1,85,85,"100,00%",,0,1
57797f30,203,Pedido,15,Aro 26 alumínio comum,1,45,45,"50,00%",24,24,10
b569e51d,203,Pedido,ae466c8f,Serviço de torca de raios de roda,1,50,50,"1,00%",,0,5
106243af,203,Pedido,a045adf8,Serviço de centragem de roda,1,25,25,"1,00%",,0,5
b09ad5a7,204,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",42
e2d909e3,204,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
6fa697cc,205,Pedido,279,Roda lateral kit,1,50,50,"51,00%","24,5","24,5",1
b12a6c9c,205,Pedido,07e37b2d,Instalação de rodas auxiliares,1,10,10,"100,00%",,0,1
9f36e20f,205,Pedido,133,Eixo traseiro comum,1,30,30,"76,00%",6,6,30
9d65e832,205,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,15,15,"1,00%",,0,5
764b57e5,205,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
f487a162,206,Pedido,133,Eixo traseiro comum,1,30,30,"76,00%",6,6,29
ab35cee9,206,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,20,20,"1,00%",,0,5
2c3d512d,207,Pedido,759b38a2,Eixo traseiro vazado,1,30,30,"50,00%","12,5","12,5",2
1767363c,207,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,20,20,"1,00%",,0,5
c44f79e5,207,Pedido,dd98c533,Serviço de regulagem de câmbio,1,20,20,"1,00%",0,0,5
a8048905,208,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"1,00%",,0,5
5fb22006,208,Pedido,2e32acc6,Serviço de instalação de pezinho,1,20,20,"100,00%",,0,5
4fd6386d,208,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
5bab4676,209,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
1d9e83e8,209,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
ac5c67b9,210,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,15,15,"1,00%",,0,5
e0a76ea0,211,Pedido,198,Pedal plataforma alumínio preto,1,35,35,"50,00%","17,35","17,35",12
ec437a9c,211,Pedido,57728a5b,Serviço de instalação de pedal,1,20,20,"1,00%",0,0,5
0a85460f,212,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",41
65bc51b8,208,Pedido,82cf8c94,Serviço de instalação de movimento central,1,20,20,"1,00%",,0,5
637f2f6d,213,Pedido,35,Banco 2 molas comum - Selim,1,40,40,"50,00%","19,9","19,9",19
5c36b11b,213,Pedido,25,Avanço guidão 21.1mm,1,20,20,"60,00%","6,48","6,48",11
f5107882,214,Pedido,278,Roda lateral aro 20,1,50,50,"51,00%","24,5","24,5",2
bbde664c,214,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
9aaf802d,214,Pedido,4876b22e,Serviço instalação de peça,1,20,20,"100,00%",,0,5
8bd451fd,215,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,00%","9,98","9,98",40
aeab042b,215,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
2d267586,216,Pedido,100,Capa para Selim em courvin,1,15,15,"50,00%","6,96","6,96",2
d861b908,210,Pedido,132,Eixo traseiro com rolamento 185mm,1,30,30,"50,00%","23,55","23,55",8
b6d1e8aa,198,Pedido,6d6ad1d3,Rolamento de roda 6000 pequeno,2,10,20,"50,00%",5,10,13
475c9aa6,195,Pedido,67,Câmara 20X1.75 Bison,1,20,20,"60,00%","7,89","7,89",17
6df530f7,217,Pedido,3a9064d4,Punho Elleven preto com trava,1,30,30,"100,00%",15,15,2
e2ded63e,218,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
72cd125d,219,Pedido,58,Bomba 60cm,1,35,35,"51,00%","26,9","26,9",3
a508ed3b,219,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"91,00%","0,44","0,44",336
cbec9b29,220,Pedido,9bd7f277,Serviço de conserto de câmara,1,20,20,"0,00%",0,0,5
06d27242,221,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,01%","9,98","9,98",39
6ddb825d,222,Pedido,82cf8c94,Serviço de instalação de movimento central,1,20,20,"1,00%",,0,5
aab7c36c,222,Pedido,dd98c533,Serviço de regulagem de câmbio,1,20,20,"1,00%",0,0,5
19a15af8,224,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,60,60,"50,00%",30,30,7
